,center_point,envelope,Nome_Munic,geometry
1230,POINT (-36.515 -6.353),"POLYGON ((-36.54 -6.378, -36.49 -6.378, -36.49 -6.327999999999999, -36.54 -6.327999999999999, -36.54 -6.378))",Frei Martinho,"POLYGON ((-36.49950999999783 -6.357769999998709, -36.49 -6.358474030550674, -36.49 -6.378, -36.502750519800074 -6.378, -36.49950999999783 -6.357769999998709))"
1231,POINT (-36.465 -7.903),"POLYGON ((-36.49 -7.928, -36.440000000000005 -7.928, -36.440000000000005 -7.877999999999999, -36.49 -7.877999999999999, -36.49 -7.928))",Caraúbas,"POLYGON ((-36.445419999998194 -7.907759999998234, -36.4433599999993 -7.913919999999052, -36.445959999999104 -7.915969999998197, -36.46375999999873 -7.914939999998751, -36.47979999999916 -7.924349999999322, -36.487779999997656 -7.914969999997993, -36.49 -7.915941126884671, -36.49 -7.877999999999999, -36.440000000000005 -7.877999999999999, -36.440000000000005 -7.90211615114293, -36.445419999998194 -7.907759999998234))"
1232,POINT (-36.465 -7.853),"POLYGON ((-36.49 -7.878, -36.440000000000005 -7.878, -36.440000000000005 -7.827999999999999, -36.49 -7.827999999999999, -36.49 -7.878))",Caraúbas,"POLYGON ((-36.440049999999246 -7.877839999999196, -36.440000000000005 -7.877851292427222, -36.440000000000005 -7.878, -36.49 -7.878, -36.49 -7.827999999999999, -36.440000000000005 -7.827999999999999, -36.440000000000005 -7.877790529567469, -36.440049999999246 -7.877839999999196))"
1233,POINT (-36.465 -7.803),"POLYGON ((-36.49 -7.828, -36.440000000000005 -7.828, -36.440000000000005 -7.778, -36.49 -7.778, -36.49 -7.828))",Caraúbas,"POLYGON ((-36.49 -7.778, -36.440000000000005 -7.778, -36.440000000000005 -7.828, -36.49 -7.828, -36.49 -7.778))"
1234,POINT (-36.465 -7.753),"POLYGON ((-36.49 -7.7780000000000005, -36.440000000000005 -7.7780000000000005, -36.440000000000005 -7.728, -36.49 -7.728, -36.49 -7.7780000000000005))",Caraúbas,"POLYGON ((-36.49 -7.728, -36.440000000000005 -7.728, -36.440000000000005 -7.7780000000000005, -36.49 -7.7780000000000005, -36.49 -7.728))"
1235,POINT (-36.465 -7.703),"POLYGON ((-36.49 -7.728000000000001, -36.440000000000005 -7.728000000000001, -36.440000000000005 -7.678, -36.49 -7.678, -36.49 -7.728000000000001))",Barra de São Miguel,"POLYGON ((-36.49 -7.678, -36.440000000000005 -7.678, -36.440000000000005 -7.728000000000001, -36.49 -7.728000000000001, -36.49 -7.678))"
1236,POINT (-36.465 -7.653),"POLYGON ((-36.49 -7.678, -36.440000000000005 -7.678, -36.440000000000005 -7.627999999999999, -36.49 -7.627999999999999, -36.49 -7.678))",Barra de São Miguel,"POLYGON ((-36.49 -7.627999999999999, -36.440000000000005 -7.627999999999999, -36.440000000000005 -7.678, -36.49 -7.678, -36.49 -7.627999999999999))"
1237,POINT (-36.465 -7.603),"POLYGON ((-36.49 -7.628, -36.440000000000005 -7.628, -36.440000000000005 -7.577999999999999, -36.49 -7.577999999999999, -36.49 -7.628))",São Domingos do Cariri,"POLYGON ((-36.49 -7.577999999999999, -36.440000000000005 -7.577999999999999, -36.440000000000005 -7.628, -36.49 -7.628, -36.49 -7.577999999999999))"
1238,POINT (-36.465 -7.553),"POLYGON ((-36.49 -7.578, -36.440000000000005 -7.578, -36.440000000000005 -7.528, -36.49 -7.528, -36.49 -7.578))",São Domingos do Cariri,"POLYGON ((-36.49 -7.528, -36.440000000000005 -7.528, -36.440000000000005 -7.578, -36.49 -7.578, -36.49 -7.528))"
1239,POINT (-36.465 -7.503),"POLYGON ((-36.49 -7.5280000000000005, -36.440000000000005 -7.5280000000000005, -36.440000000000005 -7.478, -36.49 -7.478, -36.49 -7.5280000000000005))",São João do Cariri,"POLYGON ((-36.49 -7.478, -36.440000000000005 -7.478, -36.440000000000005 -7.5280000000000005, -36.49 -7.5280000000000005, -36.49 -7.478))"
1240,POINT (-36.465 -7.453),"POLYGON ((-36.49 -7.478000000000001, -36.440000000000005 -7.478000000000001, -36.440000000000005 -7.428, -36.49 -7.428, -36.49 -7.478000000000001))",São João do Cariri,"POLYGON ((-36.49 -7.428, -36.440000000000005 -7.428, -36.440000000000005 -7.478000000000001, -36.49 -7.478000000000001, -36.49 -7.428))"
1241,POINT (-36.465 -7.403),"POLYGON ((-36.49 -7.428, -36.440000000000005 -7.428, -36.440000000000005 -7.377999999999999, -36.49 -7.377999999999999, -36.49 -7.428))",São João do Cariri,"POLYGON ((-36.49 -7.377999999999999, -36.440000000000005 -7.377999999999999, -36.440000000000005 -7.428, -36.49 -7.428, -36.49 -7.377999999999999))"
1242,POINT (-36.465 -7.353),"POLYGON ((-36.49 -7.378, -36.440000000000005 -7.378, -36.440000000000005 -7.327999999999999, -36.49 -7.327999999999999, -36.49 -7.378))",São João do Cariri,"POLYGON ((-36.49 -7.327999999999999, -36.440000000000005 -7.327999999999999, -36.440000000000005 -7.378, -36.49 -7.378, -36.49 -7.327999999999999))"
1243,POINT (-36.465 -7.303),"POLYGON ((-36.49 -7.328, -36.440000000000005 -7.328, -36.440000000000005 -7.278, -36.49 -7.278, -36.49 -7.328))",Gurjão,"POLYGON ((-36.49 -7.278, -36.440000000000005 -7.278, -36.440000000000005 -7.328, -36.49 -7.328, -36.49 -7.278))"
1244,POINT (-36.465 -7.253),"POLYGON ((-36.49 -7.2780000000000005, -36.440000000000005 -7.2780000000000005, -36.440000000000005 -7.228, -36.49 -7.228, -36.49 -7.2780000000000005))",Gurjão,"POLYGON ((-36.49 -7.228, -36.440000000000005 -7.228, -36.440000000000005 -7.2780000000000005, -36.49 -7.2780000000000005, -36.49 -7.228))"
1245,POINT (-36.465 -7.203),"POLYGON ((-36.49 -7.228000000000001, -36.440000000000005 -7.228000000000001, -36.440000000000005 -7.178, -36.49 -7.178, -36.49 -7.228000000000001))",Gurjão,"POLYGON ((-36.49 -7.178, -36.440000000000005 -7.178, -36.440000000000005 -7.228000000000001, -36.49 -7.228000000000001, -36.49 -7.178))"
1246,POINT (-36.465 -7.153),"POLYGON ((-36.49 -7.178, -36.440000000000005 -7.178, -36.440000000000005 -7.127999999999999, -36.49 -7.127999999999999, -36.49 -7.178))",Juazeirinho,"POLYGON ((-36.49 -7.127999999999999, -36.440000000000005 -7.127999999999999, -36.440000000000005 -7.178, -36.49 -7.178, -36.49 -7.127999999999999))"
1247,POINT (-36.465 -7.103),"POLYGON ((-36.49 -7.128, -36.440000000000005 -7.128, -36.440000000000005 -7.077999999999999, -36.49 -7.077999999999999, -36.49 -7.128))",Juazeirinho,"POLYGON ((-36.49 -7.077999999999999, -36.440000000000005 -7.077999999999999, -36.440000000000005 -7.128, -36.49 -7.128, -36.49 -7.077999999999999))"
1248,POINT (-36.465 -7.053),"POLYGON ((-36.49 -7.078, -36.440000000000005 -7.078, -36.440000000000005 -7.028, -36.49 -7.028, -36.49 -7.078))",Juazeirinho,"POLYGON ((-36.49 -7.028, -36.440000000000005 -7.028, -36.440000000000005 -7.078, -36.49 -7.078, -36.49 -7.028))"
1249,POINT (-36.465 -7.003),"POLYGON ((-36.49 -7.0280000000000005, -36.440000000000005 -7.0280000000000005, -36.440000000000005 -6.978, -36.49 -6.978, -36.49 -7.0280000000000005))",Juazeirinho,"POLYGON ((-36.49 -6.978, -36.440000000000005 -6.978, -36.440000000000005 -7.0280000000000005, -36.49 -7.0280000000000005, -36.49 -6.978))"
1250,POINT (-36.465 -6.953),"POLYGON ((-36.49 -6.978000000000001, -36.440000000000005 -6.978000000000001, -36.440000000000005 -6.928, -36.49 -6.928, -36.49 -6.978000000000001))",Juazeirinho,"POLYGON ((-36.49 -6.928, -36.440000000000005 -6.928, -36.440000000000005 -6.978000000000001, -36.49 -6.978000000000001, -36.49 -6.928))"
1251,POINT (-36.465 -6.903),"POLYGON ((-36.49 -6.928, -36.440000000000005 -6.928, -36.440000000000005 -6.877999999999999, -36.49 -6.877999999999999, -36.49 -6.928))",Seridó,"POLYGON ((-36.49 -6.877999999999999, -36.440000000000005 -6.877999999999999, -36.440000000000005 -6.928, -36.49 -6.928, -36.49 -6.877999999999999))"
1252,POINT (-36.465 -6.853),"POLYGON ((-36.49 -6.878, -36.440000000000005 -6.878, -36.440000000000005 -6.827999999999999, -36.49 -6.827999999999999, -36.49 -6.878))",Pedra Lavrada,"POLYGON ((-36.49 -6.827999999999999, -36.440000000000005 -6.827999999999999, -36.440000000000005 -6.878, -36.49 -6.878, -36.49 -6.827999999999999))"
1253,POINT (-36.465 -6.803),"POLYGON ((-36.49 -6.828, -36.440000000000005 -6.828, -36.440000000000005 -6.778, -36.49 -6.778, -36.49 -6.828))",Pedra Lavrada,"POLYGON ((-36.49 -6.778, -36.440000000000005 -6.778, -36.440000000000005 -6.828, -36.49 -6.828, -36.49 -6.778))"
1254,POINT (-36.465 -6.753),"POLYGON ((-36.49 -6.7780000000000005, -36.440000000000005 -6.7780000000000005, -36.440000000000005 -6.728, -36.49 -6.728, -36.49 -6.7780000000000005))",Pedra Lavrada,"POLYGON ((-36.49 -6.728, -36.440000000000005 -6.728, -36.440000000000005 -6.7780000000000005, -36.49 -6.7780000000000005, -36.49 -6.728))"
1255,POINT (-36.465 -6.703),"POLYGON ((-36.49 -6.728000000000001, -36.440000000000005 -6.728000000000001, -36.440000000000005 -6.678, -36.49 -6.678, -36.49 -6.728000000000001))",Nova Palmeira,"POLYGON ((-36.49 -6.678, -36.440000000000005 -6.678, -36.440000000000005 -6.728000000000001, -36.49 -6.728000000000001, -36.49 -6.678))"
1256,POINT (-36.465 -6.653),"POLYGON ((-36.49 -6.678, -36.440000000000005 -6.678, -36.440000000000005 -6.627999999999999, -36.49 -6.627999999999999, -36.49 -6.678))",Nova Palmeira,"POLYGON ((-36.46017999999822 -6.633989999998448, -36.453613925416526 -6.627999999999999, -36.440000000000005 -6.627999999999999, -36.440000000000005 -6.678, -36.49 -6.678, -36.49 -6.627999999999999, -36.46406840340072 -6.627999999999999, -36.46017999999822 -6.633989999998448))"
1257,POINT (-36.465 -6.603),"POLYGON ((-36.49 -6.628, -36.440000000000005 -6.628, -36.440000000000005 -6.577999999999999, -36.49 -6.577999999999999, -36.49 -6.628))",Nova Palmeira,"MULTIPOLYGON (((-36.44900999999845 -6.623799999999392, -36.440000000000005 -6.627916079134853, -36.440000000000005 -6.628, -36.453613925416526 -6.628, -36.44900999999845 -6.623799999999392)), ((-36.4408399999993 -6.59904, -36.44248758754724 -6.577999999999999, -36.440000000000005 -6.577999999999999, -36.440000000000005 -6.603214736838235, -36.4408399999993 -6.59904)), ((-36.473149999997986 -6.614009999999325, -36.46406840340072 -6.628, -36.49 -6.628, -36.49 -6.606346598661411, -36.473149999997986 -6.614009999999325)))"
1258,POINT (-36.465 -6.553),"POLYGON ((-36.49 -6.578, -36.440000000000005 -6.578, -36.440000000000005 -6.528, -36.49 -6.528, -36.49 -6.578))",Frei Martinho,"POLYGON ((-36.44405999999799 -6.557919999999285, -36.44883999999911 -6.553509999997914, -36.46191999999792 -6.549929999999222, -36.46236999999928 -6.549849999999424, -36.46886 -6.548699999999371, -36.47892999999931 -6.539469999997891, -36.48083132316593 -6.528, -36.440000000000005 -6.528, -36.440000000000005 -6.578, -36.44248758754724 -6.578, -36.44405999999799 -6.557919999999285))"
1259,POINT (-36.465 -6.503),"POLYGON ((-36.49 -6.5280000000000005, -36.440000000000005 -6.5280000000000005, -36.440000000000005 -6.478, -36.49 -6.478, -36.49 -6.5280000000000005))",Frei Martinho,"POLYGON ((-36.48229999999785 -6.519139999998515, -36.49 -6.515569503272635, -36.49 -6.478, -36.440000000000005 -6.478, -36.440000000000005 -6.5280000000000005, -36.48083132316593 -6.5280000000000005, -36.48229999999785 -6.519139999998515))"
1260,POINT (-36.465 -6.453),"POLYGON ((-36.49 -6.478000000000001, -36.440000000000005 -6.478000000000001, -36.440000000000005 -6.428, -36.49 -6.428, -36.49 -6.478000000000001))",Frei Martinho,"POLYGON ((-36.49 -6.428, -36.440000000000005 -6.428, -36.440000000000005 -6.478000000000001, -36.49 -6.478000000000001, -36.49 -6.428))"
1261,POINT (-36.465 -6.403),"POLYGON ((-36.49 -6.428, -36.440000000000005 -6.428, -36.440000000000005 -6.377999999999999, -36.49 -6.377999999999999, -36.49 -6.428))",Frei Martinho,"POLYGON ((-36.49 -6.377999999999999, -36.440000000000005 -6.377999999999999, -36.440000000000005 -6.428, -36.49 -6.428, -36.49 -6.377999999999999))"
1262,POINT (-36.465 -6.353),"POLYGON ((-36.49 -6.378, -36.440000000000005 -6.378, -36.440000000000005 -6.327999999999999, -36.49 -6.327999999999999, -36.49 -6.378))",Frei Martinho,"POLYGON ((-36.44844999999805 -6.361549999997806, -36.44444999999905 -6.361779999999271, -36.440000000000005 -6.361804585634564, -36.440000000000005 -6.378, -36.49 -6.378, -36.49 -6.358474030550674, -36.44844999999805 -6.361549999997806))"
1263,POINT (-36.415 -7.903),"POLYGON ((-36.44 -7.928, -36.39 -7.928, -36.39 -7.877999999999999, -36.44 -7.877999999999999, -36.44 -7.928))",Caraúbas,"POLYGON ((-36.43238999999812 -7.879569999999148, -36.429519999997865 -7.884659999997893, -36.43403999999828 -7.895909999999276, -36.44 -7.9021161511429225, -36.44 -7.877999999999999, -36.43934156068921 -7.877999999999999, -36.43238999999812 -7.879569999999148))"
1264,POINT (-36.415 -7.853),"POLYGON ((-36.44 -7.878, -36.39 -7.878, -36.39 -7.827999999999999, -36.44 -7.827999999999999, -36.44 -7.878))",Caraúbas,"MULTIPOLYGON (((-36.428719999998066 -7.866629999998622, -36.44 -7.877790529567462, -36.44 -7.827999999999999, -36.42960037315172 -7.827999999999999, -36.428719999998066 -7.866629999998622)), ((-36.43934156068921 -7.878, -36.44 -7.878, -36.44 -7.877851292427223, -36.43934156068921 -7.878)))"
1265,POINT (-36.415 -7.803),"POLYGON ((-36.44 -7.828, -36.39 -7.828, -36.39 -7.778, -36.44 -7.778, -36.44 -7.828))",Barra de São Miguel,"POLYGON ((-36.39608999999837 -7.808289999999033, -36.40708999999879 -7.813659999997981, -36.42370999999912 -7.815369999998438, -36.429629999998724 -7.8267, -36.42960037315172 -7.828, -36.44 -7.828, -36.44 -7.778, -36.39 -7.778, -36.39 -7.809329303437811, -36.39608999999837 -7.808289999999033))"
1266,POINT (-36.415 -7.753),"POLYGON ((-36.44 -7.7780000000000005, -36.39 -7.7780000000000005, -36.39 -7.728, -36.44 -7.728, -36.44 -7.7780000000000005))",Barra de São Miguel,"POLYGON ((-36.44 -7.728, -36.39 -7.728, -36.39 -7.7780000000000005, -36.44 -7.7780000000000005, -36.44 -7.728))"
1267,POINT (-36.415 -7.703),"POLYGON ((-36.44 -7.728000000000001, -36.39 -7.728000000000001, -36.39 -7.678, -36.44 -7.678, -36.44 -7.728000000000001))",Barra de São Miguel,"POLYGON ((-36.44 -7.678, -36.39 -7.678, -36.39 -7.728000000000001, -36.44 -7.728000000000001, -36.44 -7.678))"
1268,POINT (-36.415 -7.653),"POLYGON ((-36.44 -7.678, -36.39 -7.678, -36.39 -7.627999999999999, -36.44 -7.627999999999999, -36.44 -7.678))",Barra de São Miguel,"POLYGON ((-36.44 -7.627999999999999, -36.39 -7.627999999999999, -36.39 -7.678, -36.44 -7.678, -36.44 -7.627999999999999))"
1269,POINT (-36.415 -7.603),"POLYGON ((-36.44 -7.628, -36.39 -7.628, -36.39 -7.577999999999999, -36.44 -7.577999999999999, -36.44 -7.628))",São Domingos do Cariri,"POLYGON ((-36.44 -7.577999999999999, -36.39 -7.577999999999999, -36.39 -7.628, -36.44 -7.628, -36.44 -7.577999999999999))"
1270,POINT (-36.415 -7.553),"POLYGON ((-36.44 -7.578, -36.39 -7.578, -36.39 -7.528, -36.44 -7.528, -36.44 -7.578))",São Domingos do Cariri,"POLYGON ((-36.44 -7.528, -36.39 -7.528, -36.39 -7.578, -36.44 -7.578, -36.44 -7.528))"
1271,POINT (-36.415 -7.503),"POLYGON ((-36.44 -7.5280000000000005, -36.39 -7.5280000000000005, -36.39 -7.478, -36.44 -7.478, -36.44 -7.5280000000000005))",Cabaceiras,"POLYGON ((-36.44 -7.478, -36.39 -7.478, -36.39 -7.5280000000000005, -36.44 -7.5280000000000005, -36.44 -7.478))"
1272,POINT (-36.415 -7.453),"POLYGON ((-36.44 -7.478000000000001, -36.39 -7.478000000000001, -36.39 -7.428, -36.44 -7.428, -36.44 -7.478000000000001))",Cabaceiras,"POLYGON ((-36.44 -7.428, -36.39 -7.428, -36.39 -7.478000000000001, -36.44 -7.478000000000001, -36.44 -7.428))"
1273,POINT (-36.415 -7.403),"POLYGON ((-36.44 -7.428, -36.39 -7.428, -36.39 -7.377999999999999, -36.44 -7.377999999999999, -36.44 -7.428))",Cabaceiras,"POLYGON ((-36.44 -7.377999999999999, -36.39 -7.377999999999999, -36.39 -7.428, -36.44 -7.428, -36.44 -7.377999999999999))"
1274,POINT (-36.415 -7.353),"POLYGON ((-36.44 -7.378, -36.39 -7.378, -36.39 -7.327999999999999, -36.44 -7.327999999999999, -36.44 -7.378))",São João do Cariri,"POLYGON ((-36.44 -7.327999999999999, -36.39 -7.327999999999999, -36.39 -7.378, -36.44 -7.378, -36.44 -7.327999999999999))"
1275,POINT (-36.415 -7.303),"POLYGON ((-36.44 -7.328, -36.39 -7.328, -36.39 -7.278, -36.44 -7.278, -36.44 -7.328))",Gurjão,"POLYGON ((-36.44 -7.278, -36.39 -7.278, -36.39 -7.328, -36.44 -7.328, -36.44 -7.278))"
1276,POINT (-36.415 -7.253),"POLYGON ((-36.44 -7.2780000000000005, -36.39 -7.2780000000000005, -36.39 -7.228, -36.44 -7.228, -36.44 -7.2780000000000005))",Gurjão,"POLYGON ((-36.44 -7.228, -36.39 -7.228, -36.39 -7.2780000000000005, -36.44 -7.2780000000000005, -36.44 -7.228))"
1277,POINT (-36.415 -7.203),"POLYGON ((-36.44 -7.228000000000001, -36.39 -7.228000000000001, -36.39 -7.178, -36.44 -7.178, -36.44 -7.228000000000001))",Gurjão,"POLYGON ((-36.44 -7.178, -36.39 -7.178, -36.39 -7.228000000000001, -36.44 -7.228000000000001, -36.44 -7.178))"
1278,POINT (-36.415 -7.153),"POLYGON ((-36.44 -7.178, -36.39 -7.178, -36.39 -7.127999999999999, -36.44 -7.127999999999999, -36.44 -7.178))",Soledade,"POLYGON ((-36.44 -7.127999999999999, -36.39 -7.127999999999999, -36.39 -7.178, -36.44 -7.178, -36.44 -7.127999999999999))"
1279,POINT (-36.415 -7.103),"POLYGON ((-36.44 -7.128, -36.39 -7.128, -36.39 -7.077999999999999, -36.44 -7.077999999999999, -36.44 -7.128))",Soledade,"POLYGON ((-36.44 -7.077999999999999, -36.39 -7.077999999999999, -36.39 -7.128, -36.44 -7.128, -36.44 -7.077999999999999))"
1280,POINT (-36.415 -7.053),"POLYGON ((-36.44 -7.078, -36.39 -7.078, -36.39 -7.028, -36.44 -7.028, -36.44 -7.078))",Soledade,"POLYGON ((-36.44 -7.028, -36.39 -7.028, -36.39 -7.078, -36.44 -7.078, -36.44 -7.028))"
1281,POINT (-36.415 -7.003),"POLYGON ((-36.44 -7.0280000000000005, -36.39 -7.0280000000000005, -36.39 -6.978, -36.44 -6.978, -36.44 -7.0280000000000005))",Seridó,"POLYGON ((-36.44 -6.978, -36.39 -6.978, -36.39 -7.0280000000000005, -36.44 -7.0280000000000005, -36.44 -6.978))"
1282,POINT (-36.415 -6.953),"POLYGON ((-36.44 -6.978000000000001, -36.39 -6.978000000000001, -36.39 -6.928, -36.44 -6.928, -36.44 -6.978000000000001))",Seridó,"POLYGON ((-36.44 -6.928, -36.39 -6.928, -36.39 -6.978000000000001, -36.44 -6.978000000000001, -36.44 -6.928))"
1283,POINT (-36.415 -6.903),"POLYGON ((-36.44 -6.928, -36.39 -6.928, -36.39 -6.877999999999999, -36.44 -6.877999999999999, -36.44 -6.928))",Seridó,"POLYGON ((-36.44 -6.877999999999999, -36.39 -6.877999999999999, -36.39 -6.928, -36.44 -6.928, -36.44 -6.877999999999999))"
1284,POINT (-36.415 -6.853),"POLYGON ((-36.44 -6.878, -36.39 -6.878, -36.39 -6.827999999999999, -36.44 -6.827999999999999, -36.44 -6.878))",Pedra Lavrada,"POLYGON ((-36.44 -6.827999999999999, -36.39 -6.827999999999999, -36.39 -6.878, -36.44 -6.878, -36.44 -6.827999999999999))"
1285,POINT (-36.415 -6.803),"POLYGON ((-36.44 -6.828, -36.39 -6.828, -36.39 -6.778, -36.44 -6.778, -36.44 -6.828))",Pedra Lavrada,"POLYGON ((-36.44 -6.778, -36.39 -6.778, -36.39 -6.828, -36.44 -6.828, -36.44 -6.778))"
1286,POINT (-36.415 -6.753),"POLYGON ((-36.44 -6.7780000000000005, -36.39 -6.7780000000000005, -36.39 -6.728, -36.44 -6.728, -36.44 -6.7780000000000005))",Nova Palmeira,"POLYGON ((-36.44 -6.728, -36.39 -6.728, -36.39 -6.7780000000000005, -36.44 -6.7780000000000005, -36.44 -6.728))"
1287,POINT (-36.415 -6.703),"POLYGON ((-36.44 -6.728000000000001, -36.39 -6.728000000000001, -36.39 -6.678, -36.44 -6.678, -36.44 -6.728000000000001))",Nova Palmeira,"POLYGON ((-36.44 -6.678, -36.39 -6.678, -36.39 -6.728000000000001, -36.44 -6.728000000000001, -36.44 -6.678))"
1288,POINT (-36.415 -6.653),"POLYGON ((-36.44 -6.678, -36.39 -6.678, -36.39 -6.627999999999999, -36.44 -6.627999999999999, -36.44 -6.678))",Nova Palmeira,"POLYGON ((-36.43788999999924 -6.628879999998389, -36.43727658823555 -6.627999999999999, -36.39 -6.627999999999999, -36.39 -6.678, -36.44 -6.678, -36.44 -6.627999999999999, -36.43981629920856 -6.627999999999999, -36.43788999999924 -6.628879999998389))"
1289,POINT (-36.415 -6.603),"POLYGON ((-36.44 -6.628, -36.39 -6.628, -36.39 -6.577999999999999, -36.44 -6.577999999999999, -36.44 -6.628))",Nova Palmeira,"MULTIPOLYGON (((-36.43551999999909 -6.625479999998788, -36.44 -6.603214736838271, -36.44 -6.577999999999999, -36.39 -6.577999999999999, -36.39 -6.628, -36.43727658823555 -6.628, -36.43551999999909 -6.625479999998788)), ((-36.43981629920856 -6.628, -36.44 -6.628, -36.44 -6.627916079134857, -36.43981629920856 -6.628)))"
1290,POINT (-36.415 -6.553),"POLYGON ((-36.44 -6.578, -36.39 -6.578, -36.39 -6.528, -36.44 -6.528, -36.44 -6.578))",Picuí,"POLYGON ((-36.44 -6.528, -36.39 -6.528, -36.39 -6.578, -36.44 -6.578, -36.44 -6.528))"
